# lasso,enet,plsridge,plslasso,plsenet,pmlasso,pmenet,pmplsridge,pmplslasso,pmplsenet,msklasso,mskenet,mskplsridge,mskplslasso,mskplsenet,msknsridge,msknslasso,msknsenet,tsklasso,tskenet,tskplsridge,tskplslasso,tskplsenet,tsknsridge,tsknslasso,tsknsenet,ridge,mskridge,pmridge,tskridge
0.000000000000000000e+00,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.607592544560291164e-28,1.594941140991650062e-29,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.697342360415302065e-02,1.697342360415302065e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.607592544560291164e-28,1.594941140991650062e-29,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.697342360415302065e-02,1.697342360415302065e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.760294794764739379e-01,7.760294794764739379e-01,2.180136076322494666e-251,2.180136076322494666e-251,2.180136076322494666e-251,7.760294794764739379e-01,7.760294794764739379e-01,1.304698463952435359e-44,9.999980383620149516e-01,1.216857536795120298e-03,1.216743244523996067e-117,7.109121335679375875e-01,9.297880075378893716e-01,7.760294794764739379e-01,7.760294794764739379e-01,0.000000000000000000e+00,1.182221040805921455e-155,2.667517120293401860e-239,7.492789645284402212e-244,7.740040808639110370e-01,7.740040808639110370e-01,5.813297361579268651e-76,4.571489346014962583e-97,8.154317563957793378e-251,1.155805645550780476e-167
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.232523226392279862e-34,8.283334729224562931e-01,8.283334729224562931e-01,6.390476291152129175e-259,6.390476291152129175e-259,6.390476291152129175e-259,8.283334729224562931e-01,8.283334729224562931e-01,8.676405430992754249e-48,9.999990891066181664e-01,6.682892371552408371e-04,1.381825771666913086e-118,7.024512886973297565e-01,9.315545160106947220e-01,8.283334729224562931e-01,8.283334729224562931e-01,0.000000000000000000e+00,1.222930027105974776e-160,5.058540703157244158e-249,1.240912528367237235e-249,8.265593833640174637e-01,8.265593833640174637e-01,1.299300602518873249e-75,7.840046496455830233e-97,6.434978522898682162e-256,2.893831582161426234e-169
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.083077381228571667e-01,8.083077381228571667e-01,8.058224372380299410e-256,8.058224372380299410e-256,8.058224372380299410e-256,8.083077381228571667e-01,8.083077381228571667e-01,2.193642592564185397e-46,9.999988070796108630e-01,8.996550978746658015e-04,3.683523049260385094e-118,7.096337418705169764e-01,9.321234494659027536e-01,8.083077381228571667e-01,8.083077381228571667e-01,0.000000000000000000e+00,1.759818368222822316e-158,6.361913138614638411e-245,2.922145394822953796e-247,8.064375680464359597e-01,8.064375680464359597e-01,1.011428858698432663e-75,6.597281384830182134e-97,8.281490442017681154e-254,1.503360462335969815e-168
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.607592544560291164e-28,1.594941140991650062e-29,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.697342360415302065e-02,1.697342360415302065e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.607592544560291164e-28,1.594941140991650062e-29,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.697342360415302065e-02,1.697342360415302065e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,9.981579963551752144e-01,9.981579963551752144e-01,1.487268270419534778e-02,7.506074468087339802e-02,3.244696268806549627e-02,2.195229104772086496e-06,6.973233931358002735e-01,8.511892001520361406e-01,9.981579963551752144e-01,9.981579963551752144e-01,1.157611861957558685e-08,7.718465351776472640e-07,6.974259873104604221e-12,1.070936910827412163e-18,9.981087307485937421e-01,9.981087307485937421e-01,1.558024476959130738e-15,2.909275168228730866e-16,6.237525965878874713e-17,9.613291801215430070e-21
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,9.981579963551752144e-01,9.981579963551752144e-01,1.487268270419534778e-02,7.506074468087339802e-02,3.244696268806549627e-02,2.195229104772086496e-06,6.973233931358002735e-01,8.511892001520361406e-01,9.981579963551752144e-01,9.981579963551752144e-01,1.157611861957558685e-08,7.718465351776472640e-07,6.974259873104604221e-12,1.070936910827412163e-18,9.981087307485937421e-01,9.981087307485937421e-01,1.558024476959130738e-15,2.909275168228730866e-16,6.237525965878874713e-17,9.613291801215430070e-21
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.981579963551752144e-01,9.981579963551752144e-01,1.487268270419534778e-02,7.506074468087339802e-02,3.244696268806549627e-02,2.195229104772086496e-06,6.973233931358002735e-01,8.511892001520361406e-01,9.981579963551752144e-01,9.981579963551752144e-01,1.157611861957558685e-08,7.718465351776472640e-07,6.974259873104604221e-12,1.070936910827412163e-18,9.981087307485937421e-01,9.981087307485937421e-01,1.558024476959130738e-15,2.909275168228730866e-16,6.237525965878874713e-17,9.613291801215430070e-21
